bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,"[30.9, 22.0]",,,,,,,,,,,,1.197452,,,,,,,,,,,,74123103-d564-43f7-bd72-ac37b5801c10,1325,,"[23.2, 23.0]",3825848,40,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Zouhair Feddal,6647.0,Center Back,85,Levante UD,221,"['56e988a9-2739-44e8-ae80-2692990f8a98', '96747082-9d8e-4a3f-8b1b-2aa33c8cb444']",58,,,,,,,,,,,,,,,Levante UD,221,00:40:58.532,Carry,
,,,,"[33.4, 44.2]",,,,,,,,,,,,0.97012,,,,,,,,,,,,9e235d55-2303-4e28-9af4-509e1a7d6481,1328,,"[32.1, 46.8]",3825848,41,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ángel Trujillo Canorea,25824.0,Right Center Back,85,Levante UD,221,"['74d5df46-dde0-4b78-8e6b-e5aa0edcdeb0', '8474ddc8-fb95-4aef-87ba-e2e2791b2e41']",1,,,,,,,,,,,,,,,Levante UD,221,00:41:01.489,Carry,
,,,,"[37.7, 22.0]",,,,,,,,,,,,3.586722,,,,,,,,,,,,ae980950-36b2-49e1-95a0-b0778fc5a4f9,1331,,"[32.1, 26.5]",3825848,41,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Zouhair Feddal,6647.0,Center Back,85,Levante UD,221,"['3d237ea3-f54b-4784-ab82-baecc9ad8715', '78de7fe9-d726-470b-a83e-d56de6f1b427']",4,,,,,,,,,,,,,,,Levante UD,221,00:41:04.139,Carry,
,,,,"[50.1, 3.4]",,,,,,,,,,,,1.180781,,,,,,,,,,,,bf22bc88-276e-4b5d-80cd-ebc7c06ee5e8,1334,,"[50.1, 3.4]",3825848,41,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antonio García Aranda,6784.0,Left Wing Back,85,Levante UD,221,"['3f5b8085-5b38-4908-9784-7e69fc3af082', '4f246c86-0c01-4df4-ba56-f86764643c40']",9,,,,,,,,,,,,,,,Levante UD,221,00:41:09.119,Carry,
,,,,"[37.5, 66.7]",,,,,,,,,,,,1.531653,,,,,,,,,,,,b00677da-904f-4271-9440-ae6b5b410c77,1337,,"[37.5, 66.7]",3825848,41,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mauro Javier Dos Santos,6837.0,Right Center Back,85,Levante UD,221,"['a1b1b896-4627-46af-8a6c-9bcdcedf73c6', 'f4a0810e-c85d-4ae6-914c-a3936aa27ae7', 'fa9945f3-cdb1-419f-a7de-95cd6ffd226e']",12,,,,,,,,,,,,,,,Eibar,322,00:41:12.057,Carry,True
,,,,"[73.4, 26.0]",,,,,,,,,,,,0.157141,,,,,,,,,,,,8d92cd16-2b50-4166-a14f-17b0bc505a8f,1341,,"[75.1, 27.1]",3825848,41,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Takashi Inui,5687.0,Left Wing,85,Levante UD,221,"['135d0164-b328-4a48-a0ae-36cc17554c0c', '4f649e90-7b3c-499a-99f2-23a9f1de7a6f']",16,,,,,,,,,,,,,,,Eibar,322,00:41:16.213,Carry,
,,,,"[52.7, 66.5]",,,,,,,,,,,,3.068067,,,,,,,,,,,,be959421-6924-4456-b848-05d58bf78c25,1346,,"[51.2, 56.0]",3825848,41,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jefferson Andrés Lerma Solís,5678.0,Left Center Midfield,85,Levante UD,221,"['38da9cf9-9c66-48f3-b2bb-fe038420de1d', '4bcefcff-7a09-4ae0-8b28-7f151123ef66', '68906257-98e7-4b5c-a8f1-fa0ac3c0b6fe', 'e9f60de5-7940-42e0-8af0-c64b4e0f5241']",17,,,,,,,,,,,,,,,Levante UD,221,00:41:17.659,Carry,True
,,,,"[49.9, 52.6]",,,,,,,,,,,,0.16,,,,,,,,,,,,f52d8b5b-de63-4a28-a86f-adbdf360dac8,1350,,"[49.9, 52.6]",3825848,41,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José María Martín-Bejarano Serrano,23970.0,Right Center Midfield,85,Levante UD,221,"['36862e03-93a7-4845-8ffc-7a91a954766c', '56b7a429-b7ca-4984-968b-e025d05fa83f']",21,,,,,,,,,,,,,,,Levante UD,221,00:41:21.438,Carry,
,,,,"[43.9, 69.5]",,,,,,,,,,,,0.08,,,,,,,,,,,,4d5c0f81-7864-4c56-9ebb-b632f98c21cd,1353,,"[41.8, 68.8]",3825848,41,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Luis Morales Nogales,6668.0,Right Wing Back,85,Levante UD,221,"['4452d4de-21de-4f55-b7b2-6ef81b289fa5', 'cb9cf8fb-68ec-4983-bc87-e1659c1375a5']",22,,,,,,,,,,,,,,,Levante UD,221,00:41:22.927,Carry,
,,,,"[31.3, 46.1]",,,,,,,,,,,,1.210713,,,,,,,,,,,,a26e7ada-dea3-4977-9708-76ffe13bb115,1356,,"[30.2, 45.3]",3825848,41,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ángel Trujillo Canorea,25824.0,Right Center Back,85,Levante UD,221,"['b65688af-d20b-4da3-98f2-a7d00ba591ac', 'e03e1d13-2b55-4b7b-b307-4dc15691990c']",24,,,,,,,,,,,,,,,Levante UD,221,00:41:24.687,Carry,
,,,,"[32.8, 15.1]",,,,,,,,,,,,1.0145,,,,,,,,,,,,be6ed8fd-8280-43a8-9028-acb147697cf3,1359,,"[33.0, 17.5]",3825848,41,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Zouhair Feddal,6647.0,Center Back,85,Levante UD,221,"['3690041a-9bd6-4564-8de1-05107347c0d4', 'bc385338-8f21-4540-aca9-f6d65f79e49c']",27,,,,,,,,,,,,,,,Levante UD,221,00:41:27.217,Carry,
,,,,"[46.0, 49.3]",,,,,,,,,,,,1.919997,,,,,,,,,,,,27e342f7-0dfa-47d4-af87-f6d96ddd9050,1362,,"[38.3, 39.1]",3825848,41,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ángel Trujillo Canorea,25824.0,Right Center Back,85,Levante UD,221,"['21d4c7ea-398b-4c05-b054-fe02cab66743', 'aa83929c-d571-490c-9ad6-ec92f3549741']",30,,,,,,,,,,,,,,,Levante UD,221,00:41:30.352,Carry,
,,,,"[57.4, 66.7]",,,,,,,,,,,,0.836765,,,,,,,,,,,,99197f70-f0ef-40e9-ac8c-6f2932c9d9bd,1366,,"[57.8, 70.5]",3825848,41,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Luis Morales Nogales,6668.0,Right Wing Back,85,Levante UD,221,"['05c092ea-c1cc-4fa9-a7b4-3a9d90cdc52d', '19813362-8c7d-4e09-817e-fbb24d8fa90e', '8c7eab25-256b-45e9-947c-4c01bc29fd6f', '950c97bc-2eba-47f0-92ad-784c17ae1059']",33,,,,,,,,,,,,,,,Levante UD,221,00:41:33.578,Carry,True
,,,,"[86.9, 70.1]",,,,,,,,,,,,4.613408,,,,,,,,,,,,fe08cd54-cf28-40e3-a341-2d838b3fc27b,1369,,"[57.4, 66.7]",3825848,41,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Luis Morales Nogales,6668.0,Right Wing Back,85,Levante UD,221,"['05c092ea-c1cc-4fa9-a7b4-3a9d90cdc52d', '47acee37-6f56-485b-8731-2e15192b3708', '950c97bc-2eba-47f0-92ad-784c17ae1059']",34,,,,,,,,,,,,,,,Levante UD,221,00:41:34.415,Carry,True
,,,,"[107.7, 71.2]",,,,,,,,,,,,0.68424,,,,,,,,,,,,eb92b875-9396-4a08-95c4-8f8e8362e630,1373,,"[107.7, 71.2]",3825848,41,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jefferson Andrés Lerma Solís,5678.0,Left Center Midfield,85,Levante UD,221,"['2b03d16e-26a1-4522-860c-becfa9ba4940', '83b4b236-7c62-46ab-9b4c-c51a13db0102', 'df592ab6-4aaa-487d-a23d-0f726d1a52ff']",40,,,,,,,,,,,,,,,Levante UD,221,00:41:40.445,Carry,True
,,,,"[14.8, 11.3]",,,,,,,,,,,,0.877982,,,,,,,,,,,,beff942d-4c6d-42a4-a2cd-93f94a0bd2ea,1377,,"[13.9, 11.5]",3825848,42,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aleksandar Pantić,27239.0,Left Center Back,86,Eibar,322,"['d4b2aaf9-6f9e-46c6-aeef-1442c910ad28', 'e92643fa-1649-4782-bc79-fbcb9e7d5dd5']",2,,,,,,,,,,,,,,,Eibar,322,00:42:02.385,Carry,
,,,,"[5.4, 38.5]",,,,,,,,,,,,0.542732,,,,,,,,,,,,79060211-ebe5-4706-981b-b0d1ef14b349,1380,,"[6.2, 39.7]",3825848,42,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Asier Riesgo Unamuno,10763.0,Goalkeeper,86,Eibar,322,"['2166d3d8-b365-4a82-bdf7-421d4df67155', '9abe3dbf-6f15-47ff-b6c2-a9a8892181d2']",4,,,,,,,,,,,,,,,Eibar,322,00:42:04.880,Carry,
,,,,"[2.8, 11.1]",,,,,,,,,,,,1.55642,,,,,,,,,,,,87bee765-d137-4b6a-8bfc-9ece28b006a7,1383,,"[5.2, 12.8]",3825848,42,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aleksandar Pantić,27239.0,Left Center Back,86,Eibar,322,"['1e1ade4d-3541-4ca6-99ef-374ce2e6d305', '2d771233-4f9a-4b3c-a553-eacbf4f1d79c', 'f2a180bf-bb10-4950-a7a9-03c8a8e693fe']",6,,,,,,,,,,,,,,,Eibar,322,00:42:06.812,Carry,True
,,,,"[116.2, 76.7]",,,,,,,,,,,,3.762499,,,,,,,,,,,,7229deab-ee3d-4747-9153-31bb5001b84d,1389,,"[116.4, 73.5]",3825848,42,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Víctor Casadesús Castaño,23791.0,Left Center Forward,87,Levante UD,221,"['2641a092-2989-403d-bcec-ce7175244a27', '48f76d75-9c64-40c0-9685-f1ccf9822935', '65fce7c5-0342-4be5-9604-e40450caf005']",10,,,,,,,,,,,,,,,Levante UD,221,00:42:10.250,Carry,True
,,,,"[9.9, 38.0]",,,,,,,,,,,,0.440954,,,,,,,,,,,,ceb44c43-4e39-4cd7-907c-45ca79f7cbdc,1399,,"[9.9, 38.0]",3825848,42,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gonzalo Escalante,6712.0,Right Defensive Midfield,89,Eibar,322,"['435bfb73-e3ec-4976-bf86-03fa924993dd', 'ca5ae7a4-f5b2-4920-b29d-f2649ae1abce']",33,,,,,,,,,,,,,,,Eibar,322,00:42:33.066,Carry,
,,,,"[33.8, 6.2]",,,,,,,,,,,,0.826312,,,,,,,,,,,,e9520491-ffb5-4be7-99d7-341a8d986570,1406,,"[29.3, 7.4]",3825848,42,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Takashi Inui,5687.0,Left Wing,89,Eibar,322,"['4bb84ea3-c889-4623-8fe4-59a5fe459a1d', 'c081a73e-1292-42ec-92c0-a35bbff1c814']",37,,,,,,,,,,,,,,,Eibar,322,00:42:37.877,Carry,
,,,,"[69.2, 67.7]",,,,,,,,,,,,0.04,,,,,,,,,,,,6b32fe28-31ad-4462-ab47-3855efd03b3c,1410,,"[69.2, 67.5]",3825848,42,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Víctor Camarasa Ferrando,6659.0,Center Defensive Midfield,90,Levante UD,221,"['464c0523-14df-43f2-a474-b0d1cac3382a', '51a79944-7d7e-486a-a1d8-b82160e255ad']",49,,,,,,,,,,,,,,,Levante UD,221,00:42:49.009,Carry,
,,,,"[68.5, 75.9]",,,,,,,,,,,,0.119999,,,,,,,,,,,,53ff683c-2076-4d06-8e04-822ad96e7a87,1413,,"[68.5, 75.9]",3825848,42,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,José Luis Morales Nogales,6668.0,Right Wing Back,90,Levante UD,221,"['717f0d33-dbd1-4753-9bd5-5936bb0f53a5', 'afbe3fa9-c4ba-4167-9884-5fbf8d698cd2']",49,,,,,,,,,,,,,,,Levante UD,221,00:42:49.956,Carry,
,,,,"[35.8, 38.6]",,,,,,,,,,,,1.928378,,,,,,,,,,,,688ad674-2b9e-4afe-8a11-42efa8dca6a0,1416,,"[34.5, 38.2]",3825848,42,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Zouhair Feddal,6647.0,Center Back,90,Levante UD,221,"['1c34eb62-bc9f-4ee5-b0fb-8edf0d83664c', 'd712f437-f2fe-4c01-9884-fb9de1f122cc']",53,,,,,,,,,,,,,,,Levante UD,221,00:42:53.987,Carry,
,,,,"[62.7, 1.2]",,,,,,,,,,,,2.645572,,,,,,,,,,,,33ace66b-e696-475b-bd7e-16d4cd0d0eac,1419,,"[57.0, 3.8]",3825848,42,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Antonio García Aranda,6784.0,Left Wing Back,90,Levante UD,221,"['b3a11ffc-4504-44cc-a065-daea8a4c33f2', 'eeaa006e-2943-47af-88fe-7b201460464b', 'fe60b66c-1cb8-40b0-868c-3da138e58548']",57,,,,,,,,,,,,,,,Levante UD,221,00:42:57.836,Carry,True
,,,,"[102.3, 5.3]",,,,,,,,,,,,0.04,,,,,,,,,,,,5c1e89aa-a481-488c-8637-c6324d230b25,1425,,"[97.6, 5.7]",3825848,43,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rubén García Santos,23943.0,Left Center Back,90,Levante UD,221,"['1af5bcee-0117-4e16-938f-d8d2ba5bb5ba', '6eab4a43-f3f7-4693-b14a-a1f52c1c64a1', 'b557f809-6983-49ba-b079-3299e27fc451', 'd5ee149b-800c-44b6-8e5a-b0f766ad1e89']",3,,,,,,,,,,,,,,,Levante UD,221,00:43:03.420,Carry,True
,,,,"[10.3, 45.5]",,,,,,,,,,,,12.395562,,,,,,,,,,,,a809493b-67f0-49fb-8aa0-6027d0ba4421,1428,,"[8.0, 38.9]",3825848,43,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Asier Riesgo Unamuno,10763.0,Goalkeeper,91,Eibar,322,"['b0856f09-3149-421c-ae9e-7a520e421004', 'e1e97ff5-848a-402d-aae9-1fa70801489b']",5,,,,,,,,,,,,,,,Eibar,322,00:43:05.366,Carry,
,,,,"[64.0, 75.7]",,,,,,,,,,,,1.474123,,,,,,,,,,,,73fb1df3-e37c-4e61-a938-be762f4007f9,1436,,"[64.0, 75.7]",3825848,43,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mauro Javier Dos Santos,6837.0,Right Center Back,92,Eibar,322,"['63589f9c-57b0-4cde-af65-7a016b0c4278', 'aabdd593-3bc2-465b-9258-2788f9fc8c6e']",36,,,,,,,,,,,,,,,Eibar,322,00:43:36.089,Carry,
,,,,"[52.7, 8.3]",,,,,,,,,,,,0.08,,,,,,,,,,,,fa60b05e-ef8f-40c8-bad4-be28d5329162,1453,,"[52.7, 8.3]",3825848,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rubén García Santos,23943.0,Left Center Back,93,Levante UD,221,"['4dbdd5c3-3b49-4cc4-acc0-a670aa546795', '987d6026-9bc8-409b-a04d-7788f7249117', '9e0dacdc-51ae-4f64-a906-ee9aea65d028']",6,,,,,,,,,,,,,,,Levante UD,221,00:44:06.468,Carry,True
,,,,"[50.1, 2.7]",,,,,,,,,,,,0.59109,,,,,,,,,,,,98125441-afef-4a9a-b348-d366c6385b83,1457,,"[50.1, 2.7]",3825848,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Antonio García Aranda,6784.0,Left Wing Back,93,Levante UD,221,"['16bdd924-0571-4904-90b3-e4f2f24c155a', '2dc9c071-2b23-42fb-87a0-f270dab42931', '7b56ba71-2ddd-4a6e-9dd1-cdc768ac7edc']",7,,,,,,,,,,,,,,,Levante UD,221,00:44:07.326,Carry,True
,,,,"[49.9, 8.7]",,,,,,,,,,,,0.5582,,,,,,,,,,,,50158a15-cdb3-45ba-879c-2417fefe2d13,1460,,"[48.8, 9.3]",3825848,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,José María Martín-Bejarano Serrano,23970.0,Right Center Midfield,93,Levante UD,221,"['0403b53e-ed64-49c2-801e-5ee37a64bcb7', '358ff934-1aa0-4701-8b5b-acf510365e58']",9,,,,,,,,,,,,,,,Levante UD,221,00:44:09.244,Carry,
,,,,"[29.2, 15.3]",,,,,,,,,,,,1.109876,,,,,,,,,,,,d7dc9a2a-239f-44e6-a30c-565c5872c891,1463,,"[29.2, 15.3]",3825848,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Zouhair Feddal,6647.0,Center Back,93,Levante UD,221,"['1ebc1bdf-dcf6-47b4-ba8a-f46699c6aa68', '97d68a40-2852-4ad1-a9e0-4debc214330d']",11,,,,,,,,,,,,,,,Levante UD,221,00:44:11.402,Carry,
,,,,"[31.7, 54.9]",,,,,,,,,,,,1.77131,,,,,,,,,,,,ecad7db1-f00b-45e9-8b7c-46a6ba1d7836,1466,,"[27.2, 47.2]",3825848,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ángel Trujillo Canorea,25824.0,Right Center Back,93,Levante UD,221,"['172713d1-17af-41c9-9995-4ff49978f9f2', 'bb7d5bb7-4c77-46c2-b941-c81bff6f67d3']",14,,,,,,,,,,,,,,,Levante UD,221,00:44:14.672,Carry,
,,,,"[43.7, 71.2]",,,,,,,,,,,,0.039999,,,,,,,,,,,,681e2ef0-74a5-4aed-bc7d-751841ba7f9b,1469,,"[43.7, 71.2]",3825848,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Víctor Camarasa Ferrando,6659.0,Center Defensive Midfield,93,Levante UD,221,"['71e812eb-9960-4d19-9c96-905b289bf6dd', 'f75f3920-5b1c-43b2-a043-ca6176de32a3']",17,,,,,,,,,,,,,,,Levante UD,221,00:44:17.970,Carry,
,,,,"[50.5, 57.3]",,,,,,,,,,,,2.059256,,,,,,,,,,,,8514bea9-0f3e-4b78-a6a9-0efd73a3050e,1472,,"[40.5, 56.4]",3825848,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ángel Trujillo Canorea,25824.0,Right Center Back,93,Levante UD,221,"['2897a420-22b8-42cb-8203-0ac895fee235', '97735f8d-0c93-4f6b-a258-2796ef17a514', 'f75d3647-c3f5-4b9f-a3e2-79210e4f566d']",19,,,,,,,,,,,,,,,Levante UD,221,00:44:19.466,Carry,True
,,,,"[51.8, 40.4]",,,,,,,,,,,,0.759998,,,,,,,,,,,,aafadcf1-ea8c-4813-a5a2-0cfc45f3f7e7,1476,,"[51.8, 40.4]",3825848,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,José María Martín-Bejarano Serrano,23970.0,Right Center Midfield,93,Levante UD,221,"['87b152a0-1501-46f7-ac28-26662c809813', '8c2ad933-91f8-4c66-a6ca-b6851b259f2e']",22,,,,,,,,,,,,,,,Levante UD,221,00:44:22.587,Carry,
,,,,"[51.4, 2.7]",,,,,,,,,,,,1.272933,,,,,,,,,,,,d7956d25-c40d-4edb-8fde-4c36404aa680,1479,,"[51.4, 2.7]",3825848,44,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Antonio García Aranda,6784.0,Left Wing Back,93,Levante UD,221,"['171390d3-4bc0-4bf1-8366-3406ef8f5dd8', 'bb460568-2d36-4241-a0b0-16658fb9d104']",26,,,,,,,,,,,,,,,Levante UD,221,00:44:26.156,Carry,
